workclass,education,marital_status,occupation,capital_gain,capital_loss,hours_per_week
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,0,0,60
Private,Some-college,Divorced,Tech-support,0,0,40
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Federal-gov,Bachelors,Never-married,Exec-managerial,0,0,40
Private,Bachelors,Divorced,Prof-specialty,0,0,45
Private,11th,Married-civ-spouse,Prof-specialty,0,0,40
Local-gov,Bachelors,Separated,Prof-specialty,0,0,40
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,7688,0,35
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0,0,50
Private,Bachelors,Never-married,Prof-specialty,0,0,25
Private,5th-6th,Never-married,Handlers-cleaners,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,37
Private,HS-grad,Never-married,Handlers-cleaners,0,0,50
Private,Prof-school,Married-civ-spouse,Prof-specialty,15024,0,45
Private,HS-grad,Married-civ-spouse,Sales,0,0,20
Private,Assoc-acdm,Married-spouse-absent,Craft-repair,0,0,20
Private,Some-college,Never-married,Other-service,0,0,25
Private,Some-college,Never-married,Sales,0,0,40
Private,11th,Never-married,Adm-clerical,0,0,38
Self-emp-inc,Some-college,Married-civ-spouse,Sales,0,0,50
State-gov,Some-college,Divorced,Exec-managerial,0,0,40
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,5178,0,40
Private,Bachelors,Never-married,Other-service,0,0,40
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,1902,40
Private,HS-grad,Never-married,Adm-clerical,0,0,20
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,20
Private,HS-grad,Never-married,Machine-op-inspct,0,0,52
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,45
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,50
Private,Some-college,Separated,Adm-clerical,0,0,40
Private,Some-college,Never-married,Sales,0,0,9
Private,Bachelors,Married-civ-spouse,Tech-support,3137,0,40
Private,11th,Separated,Exec-managerial,0,0,32
Local-gov,HS-grad,Separated,Other-service,0,0,40
Private,9th,Married-civ-spouse,Handlers-cleaners,0,0,43
Private,Some-college,Divorced,Craft-repair,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0,0,60
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,0,0,70
Private,Some-college,Divorced,Adm-clerical,0,0,40
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,50
Private,10th,Divorced,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Sales,0,0,16
State-gov,Some-college,Divorced,Adm-clerical,0,0,40
Local-gov,HS-grad,Separated,Other-service,0,0,26
Private,Bachelors,Never-married,Other-service,0,0,40
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
State-gov,Some-college,Never-married,Tech-support,0,0,50
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Divorced,Adm-clerical,0,0,40
Private,Some-college,Separated,Adm-clerical,0,0,40
Private,HS-grad,Divorced,Sales,0,0,25
Private,11th,Divorced,Handlers-cleaners,0,0,60
Private,Assoc-acdm,Married-civ-spouse,Sales,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,0,0,40
Private,Assoc-acdm,Never-married,Machine-op-inspct,0,0,48
Private,Some-college,Divorced,Tech-support,0,0,45
Private,Some-college,Married-civ-spouse,Craft-repair,7688,0,40
Local-gov,Assoc-acdm,Married-civ-spouse,Tech-support,0,0,43
Private,HS-grad,Never-married,Sales,0,0,40
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,1st-4th,Married-civ-spouse,Transport-moving,0,1735,20
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,70
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,10th,Never-married,Other-service,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,60
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,0,0,60
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,65
Private,11th,Never-married,Adm-clerical,0,0,5
Private,Bachelors,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,40
Private,HS-grad,Married-civ-spouse,Prof-specialty,99999,0,40
Private,7th-8th,Never-married,Transport-moving,0,0,48
Private,Some-college,Never-married,Prof-specialty,0,0,60
Private,Some-college,Never-married,Other-service,0,0,24
Private,1st-4th,Married-civ-spouse,Other-service,0,0,38
Private,Masters,Never-married,Prof-specialty,0,0,55
Private,Masters,Never-married,Prof-specialty,0,0,45
Private,HS-grad,Never-married,Prof-specialty,0,0,40
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,4064,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,1672,50
Private,Some-college,Never-married,Exec-managerial,0,0,50
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,0,0,15
Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,15024,0,55
Private,Some-college,Never-married,Exec-managerial,0,0,40
Private,HS-grad,Divorced,Craft-repair,0,0,35
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0,0,60
Private,Some-college,Never-married,Other-service,0,1721,20
Federal-gov,Some-college,Divorced,Adm-clerical,0,0,24
Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,0,0,30
Private,HS-grad,Divorced,Craft-repair,0,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,0,0,40
Private,Some-college,Widowed,Adm-clerical,0,0,40
Private,Some-college,Divorced,Prof-specialty,0,0,20
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,0,0,72
Private,Some-college,Divorced,Prof-specialty,0,0,30
Private,Bachelors,Married-civ-spouse,Sales,0,0,42
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,HS-grad,Never-married,Farming-fishing,0,0,20
Private,Assoc-voc,Divorced,Machine-op-inspct,0,0,43
Private,Bachelors,Married-civ-spouse,Sales,4064,0,44
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Widowed,Adm-clerical,0,0,15
Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
Private,Masters,Married-civ-spouse,Sales,0,1977,50
Self-emp-inc,10th,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0,0,60
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,50
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,50
Private,Bachelors,Married-civ-spouse,Sales,0,0,45
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,50
Private,Some-college,Divorced,Adm-clerical,0,0,40
Private,Masters,Divorced,Prof-specialty,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,50
Private,Assoc-voc,Widowed,Prof-specialty,0,0,40
Private,Some-college,Never-married,Machine-op-inspct,0,0,40
Local-gov,Masters,Widowed,Prof-specialty,0,0,38
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,Assoc-voc,Married-civ-spouse,Craft-repair,0,0,50
Private,HS-grad,Divorced,Tech-support,2597,0,40
Private,HS-grad,Married-civ-spouse,Other-service,0,0,40
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,45
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,0,0,55
Local-gov,HS-grad,Divorced,Other-service,0,0,40
Private,HS-grad,Married-civ-spouse,Protective-serv,6767,0,20
Private,HS-grad,Widowed,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Other-service,0,0,50
Private,11th,Never-married,Sales,0,0,20
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,Assoc-acdm,Divorced,Craft-repair,0,0,40
Private,11th,Never-married,Other-service,0,0,20
Private,HS-grad,Married-civ-spouse,Transport-moving,5013,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Some-college,Separated,Prof-specialty,0,0,40
Private,HS-grad,Married-spouse-absent,Sales,0,0,20
Private,Some-college,Never-married,Prof-specialty,0,0,10
Private,Some-college,Never-married,Prof-specialty,0,0,30
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,0,0,30
Private,11th,Never-married,Priv-house-serv,0,0,20
Private,10th,Never-married,Farming-fishing,0,0,40
Self-emp-not-inc,Some-college,Divorced,Craft-repair,0,0,40
Private,HS-grad,Widowed,Craft-repair,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,10
Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,0,0,40
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,Bachelors,Divorced,Sales,0,0,46
State-gov,10th,Never-married,Other-service,0,0,30
Private,Some-college,Married-civ-spouse,Prof-specialty,3781,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,30
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0,1672,40
Private,Some-college,Never-married,Other-service,0,0,40
Private,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
Private,HS-grad,Widowed,Adm-clerical,0,0,8
Private,Bachelors,Never-married,Exec-managerial,0,0,40
State-gov,Some-college,Separated,Adm-clerical,0,0,40
State-gov,Prof-school,Never-married,Prof-specialty,0,0,70
Private,HS-grad,Never-married,Farming-fishing,0,0,45
Private,HS-grad,Divorced,Other-service,0,0,36
Private,Masters,Never-married,Exec-managerial,0,0,35
Private,HS-grad,Divorced,Transport-moving,8614,0,45
Local-gov,Bachelors,Divorced,Prof-specialty,0,0,30
Private,Some-college,Never-married,Other-service,0,0,23
Private,HS-grad,Never-married,Machine-op-inspct,0,0,45
Private,Assoc-acdm,Never-married,Craft-repair,0,0,40
Federal-gov,Bachelors,Divorced,Prof-specialty,5455,0,60
Private,Assoc-acdm,Never-married,Exec-managerial,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Private,Assoc-voc,Married-civ-spouse,Tech-support,0,0,70
Private,Some-college,Married-civ-spouse,Tech-support,0,0,40
Private,7th-8th,Never-married,Sales,0,0,45
Local-gov,HS-grad,Divorced,Craft-repair,0,0,40
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,48
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,50
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,25
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0,1902,50
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,53
Private,Some-college,Married-civ-spouse,Transport-moving,0,0,70
Private,HS-grad,Widowed,Handlers-cleaners,0,0,40
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Sales,0,0,48
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Separated,Sales,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,60
Private,HS-grad,Married-civ-spouse,Sales,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,11th,Widowed,Sales,0,0,35
Private,10th,Never-married,Other-service,0,0,25
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,45
Private,HS-grad,Separated,Other-service,0,0,20
Private,Some-college,Never-married,Prof-specialty,0,0,60
Private,Bachelors,Never-married,Prof-specialty,0,0,45
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,55
Private,Bachelors,Married-civ-spouse,Craft-repair,0,0,40
Private,9th,Married-civ-spouse,Handlers-cleaners,0,0,50
Private,10th,Married-civ-spouse,Adm-clerical,0,0,40
Private,Some-college,Never-married,Sales,0,0,28
Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,0,0,55
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,55
Private,HS-grad,Separated,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,1902,70
Private,9th,Married-civ-spouse,Craft-repair,0,0,40
Private,9th,Never-married,Machine-op-inspct,0,0,40
Private,12th,Never-married,Transport-moving,0,0,40
Self-emp-not-inc,Some-college,Married-spouse-absent,Craft-repair,0,0,60
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,60
Private,12th,Married-civ-spouse,Adm-clerical,0,0,40
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0,0,45
Private,HS-grad,Divorced,Handlers-cleaners,0,0,35
Private,HS-grad,Never-married,Prof-specialty,0,0,40
Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
Private,11th,Never-married,Transport-moving,0,0,60
Private,HS-grad,Never-married,Exec-managerial,0,2258,70
Private,Masters,Never-married,Adm-clerical,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,40
Private,11th,Never-married,Craft-repair,0,0,50
Private,HS-grad,Widowed,Other-service,0,0,44
Private,Some-college,Never-married,Sales,0,0,18
Local-gov,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Divorced,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Never-married,Prof-specialty,0,0,60
Private,HS-grad,Never-married,Farming-fishing,0,0,40
Private,HS-grad,Married-civ-spouse,Other-service,0,0,40
Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,0,0,70
Private,Masters,Separated,Exec-managerial,99999,0,50
Private,Assoc-voc,Divorced,Tech-support,0,0,40
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Local-gov,HS-grad,Widowed,Exec-managerial,0,0,33
Private,Bachelors,Married-civ-spouse,Prof-specialty,9386,0,60
Private,Assoc-acdm,Divorced,Handlers-cleaners,0,0,24
Private,HS-grad,Separated,Prof-specialty,0,0,32
Private,Bachelors,Married-civ-spouse,Tech-support,0,0,16
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Some-college,Never-married,Transport-moving,0,0,40
Private,Some-college,Never-married,Exec-managerial,0,0,15
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,25
Private,Bachelors,Never-married,Exec-managerial,27828,0,60
Private,Bachelors,Married-civ-spouse,Sales,15024,0,50
Private,9th,Married-civ-spouse,Handlers-cleaners,3781,0,50
Private,Assoc-voc,Married-civ-spouse,Other-service,0,0,30
Private,Bachelors,Never-married,Prof-specialty,0,0,40
Private,Prof-school,Married-civ-spouse,Prof-specialty,0,0,55
Private,HS-grad,Married-civ-spouse,Craft-repair,7298,0,40
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,0,0,40
Private,9th,Married-civ-spouse,Machine-op-inspct,0,0,49
Private,Bachelors,Never-married,Exec-managerial,0,0,50
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Federal-gov,HS-grad,Married-civ-spouse,Sales,0,0,40
State-gov,Some-college,Never-married,Tech-support,0,0,40
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,0,0,50
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,45
Private,Some-college,Never-married,Sales,0,0,40
Private,Masters,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,Masters,Married-civ-spouse,Prof-specialty,0,0,50
Private,Some-college,Never-married,Exec-managerial,0,0,45
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,45
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,0,0,8
Private,Masters,Married-civ-spouse,Exec-managerial,7298,0,50
Private,Some-college,Married-civ-spouse,Handlers-cleaners,0,0,28
Private,Assoc-acdm,Divorced,Craft-repair,0,0,40
Private,Some-college,Married-civ-spouse,Sales,7688,0,40
Self-emp-inc,HS-grad,Divorced,Craft-repair,0,0,60
Private,Assoc-acdm,Never-married,Other-service,0,0,40
Private,Prof-school,Married-civ-spouse,Prof-specialty,15024,0,55
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Never-married,Sales,0,0,40
Private,Bachelors,Never-married,Sales,0,0,18
Private,Some-college,Married-civ-spouse,Craft-repair,7688,0,40
Private,7th-8th,Divorced,Other-service,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,1887,42
Private,5th-6th,Married-civ-spouse,Farming-fishing,0,0,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,55
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,0,0,60
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,0,60
Private,HS-grad,Divorced,Sales,0,1762,30
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0,0,30
Private,7th-8th,Divorced,Sales,0,0,40
Private,HS-grad,Married-civ-spouse,Sales,0,0,50
Private,9th,Never-married,Other-service,0,0,6
Private,Some-college,Never-married,Sales,0,0,28
Private,Some-college,Never-married,Sales,0,0,40
Private,HS-grad,Married-civ-spouse,Other-service,0,0,40
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0,0,55
State-gov,HS-grad,Never-married,Other-service,0,0,42
Private,5th-6th,Married-civ-spouse,Craft-repair,0,0,40
Private,Bachelors,Married-civ-spouse,Adm-clerical,0,0,40
Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,7298,0,38
Private,Assoc-acdm,Never-married,Handlers-cleaners,0,0,26
Private,Bachelors,Never-married,Sales,0,0,16
Private,5th-6th,Married-civ-spouse,Handlers-cleaners,7298,0,40
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,50
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,99999,0,60
State-gov,Bachelors,Divorced,Exec-managerial,0,0,40
Private,Masters,Married-civ-spouse,Prof-specialty,0,0,40
Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,0,0,40
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0,1902,40
Private,Some-college,Never-married,Farming-fishing,0,0,15
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,0,0,60
Private,Some-college,Never-married,Other-service,0,0,15
Private,HS-grad,Never-married,Sales,0,0,40
Federal-gov,Bachelors,Never-married,Adm-clerical,0,2258,40
Private,Some-college,Never-married,Prof-specialty,0,0,20
Private,Some-college,Never-married,Other-service,2597,0,48
Local-gov,11th,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,20
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Divorced,Tech-support,0,0,30
Private,HS-grad,Widowed,Adm-clerical,0,0,5
Private,HS-grad,Divorced,Craft-repair,0,0,40
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,12th,Never-married,Other-service,0,0,30
Private,Bachelors,Never-married,Prof-specialty,0,0,38
Private,Bachelors,Never-married,Prof-specialty,0,0,20
State-gov,HS-grad,Married-civ-spouse,Adm-clerical,0,0,35
Private,HS-grad,Widowed,Priv-house-serv,0,0,45
Private,HS-grad,Never-married,Priv-house-serv,0,0,25
Private,Some-college,Never-married,Sales,0,0,20
Private,HS-grad,Never-married,Sales,0,0,40
Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,40
Private,HS-grad,Divorced,Adm-clerical,0,0,45
Self-emp-not-inc,Bachelors,Never-married,Sales,0,0,62
Private,Assoc-acdm,Separated,Prof-specialty,0,0,50
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,0,0,65
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,20
Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,0,0,53
Private,Bachelors,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Tech-support,0,0,45
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Self-emp-inc,HS-grad,Divorced,Sales,0,0,20
Private,Some-college,Separated,Sales,0,0,10
Private,Some-college,Never-married,Other-service,0,0,11
Private,HS-grad,Divorced,Sales,3674,0,50
Private,Some-college,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Masters,Widowed,Prof-specialty,0,0,44
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,35
Private,Preschool,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,30
Private,10th,Never-married,Sales,0,0,30
Private,HS-grad,Married-civ-spouse,Craft-repair,0,1628,40
Private,HS-grad,Never-married,Prof-specialty,0,0,40
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0,0,45
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,0,0,40
